"source_index","source_folder","source_relative_path","source_filename","file_extension","width","height","file_size_bytes","language_guess","feature_guess","state_guess","variant_guess","figma_target_page","figma_target_section","import_status","figma_node_id","error"
"167","07-orders","07-orders/07-reorder-with-availability-changes-fr.png","07-reorder-with-availability-changes-fr.png","png","941","1672","1476458","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:86",""
"168","07-orders","07-orders/07-request-refund-cancelled-order-fr.png","07-request-refund-cancelled-order-fr.png","png","941","1672","1174274","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:87",""
"169","07-orders","07-orders/07-request-return-item-selection-fr.png","07-request-return-item-selection-fr.png","png","941","1672","1300053","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:88",""
"170","07-orders","07-orders/07-return-detail-items-refund-status-fr.png","07-return-detail-items-refund-status-fr.png","png","941","1672","1347919","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:89",""
"171","07-orders","07-orders/07-return-tracking-timeline-fr.png","07-return-tracking-timeline-fr.png","png","941","1672","1301166","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:90",""
"172","07-orders","07-orders/07-support-order-contact-form-fr.png","07-support-order-contact-form-fr.png","png","941","1672","1392968","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:91",""
"173","07-orders","07-orders/07-tracking-unavailable-in-preparation-fr.png","07-tracking-unavailable-in-preparation-fr.png","png","941","1672","1164157","French","07-orders","Default","French","70 â€” Orders","ARCHIVE / 07-orders","IMPORTED","41:92",""
"174","08-account","08-account/08-account-dashboard-profile-menu-ar.png","08-account-dashboard-profile-menu-ar.png","png","941","1672","1211704","Arabic","08-account","Default","Arabic","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:93",""
"175","08-account","08-account/08-account-dashboard-profile-menu-fr.png","08-account-dashboard-profile-menu-fr.png","png","941","1672","1156556","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:94",""
"176","08-account","08-account/08-account-guest-welcome-login-fr.png","08-account-guest-welcome-login-fr.png","png","941","1672","1333185","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:95",""
"177","08-account","08-account/08-account-security-overview-fr.png","08-account-security-overview-fr.png","png","941","1672","1374113","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:96",""
"178","08-account","08-account/08-account-settings-menu-photo-fr.png","08-account-settings-menu-photo-fr.png","png","941","1672","1203157","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:97",""
"179","08-account","08-account/08-active-sessions-devices-list-fr.png","08-active-sessions-devices-list-fr.png","png","941","1672","1171575","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:98",""
"180","08-account","08-account/08-active-sessions-devices-v2-fr.png","08-active-sessions-devices-v2-fr.png","png","941","1672","1396561","French","08-account","Default","V2","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:99",""
"181","08-account","08-account/08-add-address-form-v2-fr.png","08-add-address-form-v2-fr.png","png","941","1672","1014114","French","08-account","Default","V2","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:100",""
"182","08-account","08-account/08-add-address-simple-form-fr.png","08-add-address-simple-form-fr.png","png","941","1672","1202190","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:101",""
"183","08-account","08-account/08-change-email-form-fr.png","08-change-email-form-fr.png","png","941","1672","1364950","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:102",""
"184","08-account","08-account/08-change-password-form-fr.png","08-change-password-form-fr.png","png","941","1672","1181828","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:103",""
"185","08-account","08-account/08-change-password-with-requirements-fr.png","08-change-password-with-requirements-fr.png","png","941","1672","1120193","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:104",""
"186","08-account","08-account/08-change-phone-number-fr.png","08-change-phone-number-fr.png","png","941","1672","1299356","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:105",""
"187","08-account","08-account/08-complete-profile-progress-60-fr.png","08-complete-profile-progress-60-fr.png","png","941","1672","1138536","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:106",""
"188","08-account","08-account/08-delete-address-confirmation-fr.png","08-delete-address-confirmation-fr.png","png","941","1672","1059181","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:107",""
"189","08-account","08-account/08-disconnect-device-confirmation-fr.png","08-disconnect-device-confirmation-fr.png","png","941","1672","1076366","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:108",""
"190","08-account","08-account/08-disconnect-device-confirmation-v2-fr.png","08-disconnect-device-confirmation-v2-fr.png","png","941","1672","1170599","French","08-account","Default","V2","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:109",""
"191","08-account","08-account/08-edit-address-form-fr.png","08-edit-address-form-fr.png","png","941","1672","1134793","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:110",""
"192","08-account","08-account/08-edit-profile-form-ar.png","08-edit-profile-form-ar.png","png","941","1672","1253061","Arabic","08-account","Default","Arabic","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:111",""
"193","08-account","08-account/08-edit-profile-form-fr.png","08-edit-profile-form-fr.png","png","941","1672","1147189","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:112",""
"194","08-account","08-account/08-faq-accordion-questions-fr.png","08-faq-accordion-questions-fr.png","png","941","1672","1377101","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:113",""
"195","08-account","08-account/08-faq-detail-expanded-answer-fr.png","08-faq-detail-expanded-answer-fr.png","png","941","1672","1204317","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:114",""
"196","08-account","08-account/08-faq-tab-categories-fr.png","08-faq-tab-categories-fr.png","png","941","1672","1350620","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:115",""
"197","08-account","08-account/08-help-center-categories-fr.png","08-help-center-categories-fr.png","png","941","1672","1225937","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:116",""
"198","08-account","08-account/08-help-center-with-recent-requests-fr.png","08-help-center-with-recent-requests-fr.png","png","941","1672","1253969","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:117",""
"199","08-account","08-account/08-help-support-faq-categories-fr.png","08-help-support-faq-categories-fr.png","png","941","1672","1387041","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:118",""
"200","08-account","08-account/08-language-region-preferences-fr.png","08-language-region-preferences-fr.png","png","941","1672","1144095","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:119",""
"201","08-account","08-account/08-language-selection-3-languages-fr.png","08-language-selection-3-languages-fr.png","png","941","1672","1232236","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:120",""
"202","08-account","08-account/08-language-selection-interface-preview-fr.png","08-language-selection-interface-preview-fr.png","png","941","1672","1174474","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:121",""
"203","08-account","08-account/08-language-selection-with-preview-fr.png","08-language-selection-with-preview-fr.png","png","941","1672","1133350","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:122",""
"204","08-account","08-account/08-logout-confirmation-dialog-fr.png","08-logout-confirmation-dialog-fr.png","png","941","1672","1260378","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:123",""
"205","08-account","08-account/08-marketing-preferences-cart-reminders-fr.png","08-marketing-preferences-cart-reminders-fr.png","png","941","1672","1444244","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:124",""
"206","08-account","08-account/08-marketing-preferences-detailed-fr.png","08-marketing-preferences-detailed-fr.png","png","941","1672","1411454","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:125",""
"207","08-account","08-account/08-marketing-preferences-toggles-fr.png","08-marketing-preferences-toggles-fr.png","png","941","1672","1131281","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:126",""
"208","08-account","08-account/08-my-addresses-list-ar.png","08-my-addresses-list-ar.png","png","941","1672","1024946","Arabic","08-account","Default","Arabic","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:127",""
"209","08-account","08-account/08-my-addresses-list-labels-fr.png","08-my-addresses-list-labels-fr.png","png","941","1672","1199980","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:128",""
"210","08-account","08-account/08-my-addresses-list-v2-fr.png","08-my-addresses-list-v2-fr.png","png","941","1672","1093217","French","08-account","Default","V2","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:129",""
"211","08-account","08-account/08-my-information-personal-details-fr.png","08-my-information-personal-details-fr.png","png","941","1672","1133270","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:130",""
"212","08-account","08-account/08-notification-detail-order-preparation-fr.png","08-notification-detail-order-preparation-fr.png","png","941","1672","1442564","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:131",""
"213","08-account","08-account/08-notification-detail-order-shipped-fr.png","08-notification-detail-order-shipped-fr.png","png","941","1672","1282991","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:132",""
"214","08-account","08-account/08-notification-management-channels-fr.png","08-notification-management-channels-fr.png","png","941","1672","1032289","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:133",""
"215","08-account","08-account/08-notification-preferences-by-category-fr.png","08-notification-preferences-by-category-fr.png","png","941","1672","1268027","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:134",""
"216","08-account","08-account/08-notification-preferences-detailed-fr.png","08-notification-preferences-detailed-fr.png","png","941","1672","1300074","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:135",""
"217","08-account","08-account/08-notification-settings-toggles-fr.png","08-notification-settings-toggles-fr.png","png","941","1672","1181539","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:136",""
"218","08-account","08-account/08-password-changed-success-fr.png","08-password-changed-success-fr.png","png","941","1672","1039082","French","08-account","Success","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:137",""
"219","08-account","08-account/08-payment-methods-card-cod-wallet-fr.png","08-payment-methods-card-cod-wallet-fr.png","png","941","1672","1294480","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:138",""
"220","08-account","08-account/08-security-privacy-full-menu-fr.png","08-security-privacy-full-menu-fr.png","png","941","1672","1392062","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:139",""
"221","08-account","08-account/08-security-privacy-with-2fa-fr.png","08-security-privacy-with-2fa-fr.png","png","941","1672","1390407","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:140",""
"222","08-account","08-account/08-silent-hours-day-selection-fr.png","08-silent-hours-day-selection-fr.png","png","941","1672","1199119","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:141",""
"223","08-account","08-account/08-silent-hours-do-not-disturb-fr.png","08-silent-hours-do-not-disturb-fr.png","png","941","1672","1237923","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:142",""
"224","08-account","08-account/08-verify-phone-otp-code-fr.png","08-verify-phone-otp-code-fr.png","png","941","1672","1002058","French","08-account","Default","French","80 â€” Account","ARCHIVE / 08-account","IMPORTED","41:143",""
"225","09-support-settings","09-support-settings/09-about-app-version-info-fr.png","09-about-app-version-info-fr.png","png","941","1672","1413447","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:144",""
"226","09-support-settings","09-support-settings/09-about-mayush-design-company-fr.png","09-about-mayush-design-company-fr.png","png","941","1672","1460665","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:145",""
"227","09-support-settings","09-support-settings/09-accessibility-settings-text-contrast-fr.png","09-accessibility-settings-text-contrast-fr.png","png","941","1672","1406325","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:146",""
"228","09-support-settings","09-support-settings/09-app-permissions-camera-photos-location-fr.png","09-app-permissions-camera-photos-location-fr.png","png","941","1672","1430964","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:147",""
"229","09-support-settings","09-support-settings/09-app-update-available-fr.png","09-app-update-available-fr.png","png","941","1672","1090495","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:148",""
"230","09-support-settings","09-support-settings/09-attach-files-documents-fr.png","09-attach-files-documents-fr.png","png","941","1672","1441385","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:149",""
"231","09-support-settings","09-support-settings/09-choose-language-french-arabic-fr.png","09-choose-language-french-arabic-fr.png","png","941","1672","1084715","Arabic","09-support-settings","Default","Arabic","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:150",""
"232","09-support-settings","09-support-settings/09-clear-cache-confirmation-dialog-fr.png","09-clear-cache-confirmation-dialog-fr.png","png","941","1672","1363347","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:151",""
"233","09-support-settings","09-support-settings/09-close-request-confirmation-fr.png","09-close-request-confirmation-fr.png","png","941","1672","1435156","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:152",""
"234","09-support-settings","09-support-settings/09-contact-support-form-fr.png","09-contact-support-form-fr.png","png","941","1672","1342058","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:153",""
"235","09-support-settings","09-support-settings/09-data-usage-image-quality-wifi-cache-fr.png","09-data-usage-image-quality-wifi-cache-fr.png","png","941","1672","1429732","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:154",""
"236","09-support-settings","09-support-settings/09-faq-article-track-order-steps-fr.png","09-faq-article-track-order-steps-fr.png","png","941","1672","1444514","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:155",""
"237","09-support-settings","09-support-settings/09-faq-tab-categories-fr.png","09-faq-tab-categories-fr.png","png","941","1672","1139676","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:156",""
"238","09-support-settings","09-support-settings/09-forced-update-required-fr.png","09-forced-update-required-fr.png","png","941","1672","1129782","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:157",""
"239","09-support-settings","09-support-settings/09-help-category-orders-delivery-fr.png","09-help-category-orders-delivery-fr.png","png","941","1672","1402265","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:158",""
"240","09-support-settings","09-support-settings/09-help-center-home-ar.png","09-help-center-home-ar.png","png","941","1672","1178466","Arabic","09-support-settings","Default","Arabic","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:159",""
"241","09-support-settings","09-support-settings/09-help-center-home-categories-requests-fr.png","09-help-center-home-categories-requests-fr.png","png","941","1672","1421425","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:160",""
"242","09-support-settings","09-support-settings/09-help-center-search-results-fr.png","09-help-center-search-results-fr.png","png","941","1672","1187979","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:161",""
"243","09-support-settings","09-support-settings/09-legal-center-terms-policies-fr.png","09-legal-center-terms-policies-fr.png","png","941","1672","1356555","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:162",""
"244","09-support-settings","09-support-settings/09-maintenance-mode-services-impacted-fr.png","09-maintenance-mode-services-impacted-fr.png","png","941","1672","1155083","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:163",""
"245","09-support-settings","09-support-settings/09-marketing-preferences-detailed-fr.png","09-marketing-preferences-detailed-fr.png","png","941","1672","1259363","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:164",""
"246","09-support-settings","09-support-settings/09-my-support-tickets-list-fr.png","09-my-support-tickets-list-fr.png","png","941","1672","1471741","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:165",""
"247","09-support-settings","09-support-settings/09-no-support-requests-empty-state-fr.png","09-no-support-requests-empty-state-fr.png","png","941","1672","1440121","French","09-support-settings","Empty","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:166",""
"248","09-support-settings","09-support-settings/09-notification-settings-matrix-grid-fr.png","09-notification-settings-matrix-grid-fr.png","png","941","1672","1200606","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:167",""
"249","09-support-settings","09-support-settings/09-offline-mode-limited-functionality-fr.png","09-offline-mode-limited-functionality-fr.png","png","941","1672","1356830","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:168",""
"250","09-support-settings","09-support-settings/09-privacy-data-policies-delete-account-fr.png","09-privacy-data-policies-delete-account-fr.png","png","941","1672","1214386","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:169",""
"251","09-support-settings","09-support-settings/09-privacy-policy-full-document-fr.png","09-privacy-policy-full-document-fr.png","png","941","1672","1432055","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:170",""
"252","09-support-settings","09-support-settings/09-reply-to-support-message-fr.png","09-reply-to-support-message-fr.png","png","941","1672","1402923","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:171",""
"253","09-support-settings","09-support-settings/09-review-send-support-request-fr.png","09-review-send-support-request-fr.png","png","941","1672","1165605","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:172",""
"254","09-support-settings","09-support-settings/09-select-order-for-support-fr.png","09-select-order-for-support-fr.png","png","941","1672","1202536","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:173",""
"255","09-support-settings","09-support-settings/09-settings-error-loading-state-fr.png","09-settings-error-loading-state-fr.png","png","941","1672","1316602","French","09-support-settings","Loading","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:174",""
"256","09-support-settings","09-support-settings/09-settings-menu-ar.png","09-settings-menu-ar.png","png","941","1672","1277137","Arabic","09-support-settings","Default","Arabic","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:175",""
"257","09-support-settings","09-support-settings/09-settings-menu-full-list-fr.png","09-settings-menu-full-list-fr.png","png","941","1672","1126471","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:176",""
"258","09-support-settings","09-support-settings/09-settings-skeleton-loading-state.png","09-settings-skeleton-loading-state.png","png","941","1672","904672","Neutral","09-support-settings","Loading","Default","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:177",""
"259","09-support-settings","09-support-settings/09-silent-hours-day-selection-fr.png","09-silent-hours-day-selection-fr.png","png","941","1672","1106596","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:178",""
"260","09-support-settings","09-support-settings/09-storage-cache-management-fr.png","09-storage-cache-management-fr.png","png","941","1672","1375319","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:179",""
"261","09-support-settings","09-support-settings/09-support-connection-error-fr.png","09-support-connection-error-fr.png","png","941","1672","1135831","French","09-support-settings","Error","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:180",""
"262","09-support-settings","09-support-settings/09-support-request-sent-success-fr.png","09-support-request-sent-success-fr.png","png","941","1672","1137069","French","09-support-settings","Success","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:181",""
"263","09-support-settings","09-support-settings/09-support-temporarily-unavailable-fr.png","09-support-temporarily-unavailable-fr.png","png","941","1672","1378082","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:182",""
"264","09-support-settings","09-support-settings/09-ticket-detail-conversation-thread-fr.png","09-ticket-detail-conversation-thread-fr.png","png","941","1672","1214296","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:183",""
"265","09-support-settings","09-support-settings/09-ticket-resolved-rating-fr.png","09-ticket-resolved-rating-fr.png","png","941","1672","1348611","French","09-support-settings","Default","French","90 â€” Support & Settings","ARCHIVE / 09-support-settings","IMPORTED","41:184",""
"266","10-system-states","10-system-states/10-access-denied-403-fr.png","10-access-denied-403-fr.png","png","941","1672","957444","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:185",""
"267","10-system-states","10-system-states/10-account-blocked-fr.png","10-account-blocked-fr.png","png","941","1672","1045040","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:186",""
"268","10-system-states","10-system-states/10-account-other-device-fr.png","10-account-other-device-fr.png","png","941","1672","1065509","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:187",""
"269","10-system-states","10-system-states/10-account-sync-fr.png","10-account-sync-fr.png","png","941","1672","1349891","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:188",""
"270","10-system-states","10-system-states/10-account-sync-fr-v2.png","10-account-sync-fr-v2.png","png","941","1672","1349891","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:189",""
"271","10-system-states","10-system-states/10-account-sync-progress-fr.png","10-account-sync-progress-fr.png","png","941","1672","1046215","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:190",""
"272","10-system-states","10-system-states/10-app-initialization-fr.png","10-app-initialization-fr.png","png","941","1672","1263792","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:191",""
"273","10-system-states","10-system-states/10-app-initialization-fr-v2.png","10-app-initialization-fr-v2.png","png","941","1672","1263792","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:192",""
"274","10-system-states","10-system-states/10-app-up-to-date-fr.png","10-app-up-to-date-fr.png","png","941","1672","1280983","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:193",""
"275","10-system-states","10-system-states/10-background-sync-fr.png","10-background-sync-fr.png","png","941","1672","1177274","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:194",""
"276","10-system-states","10-system-states/10-biometric-unavailable-fr.png","10-biometric-unavailable-fr.png","png","941","1672","888698","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:195",""
"277","10-system-states","10-system-states/10-biometric-unavailable-fr-v2.png","10-biometric-unavailable-fr-v2.png","png","941","1672","888698","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:196",""
"278","10-system-states","10-system-states/10-cache-clearing-progress-fr.png","10-cache-clearing-progress-fr.png","png","941","1672","1237246","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:197",""
"279","10-system-states","10-system-states/10-camera-access-denied-fr.png","10-camera-access-denied-fr.png","png","941","1672","1278361","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:198",""
"280","10-system-states","10-system-states/10-connection-restored-fr.png","10-connection-restored-fr.png","png","941","1672","1286565","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:199",""
"281","10-system-states","10-system-states/10-connection-restored-fr-v2.png","10-connection-restored-fr-v2.png","png","941","1672","1286565","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:200",""
"282","10-system-states","10-system-states/10-connection-timeout-fr.png","10-connection-timeout-fr.png","png","941","1672","1090428","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:201",""
"283","10-system-states","10-system-states/10-connection-timeout-fr-v2.png","10-connection-timeout-fr-v2.png","png","941","1672","1090428","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:202",""
"284","10-system-states","10-system-states/10-content-loading-ar.png","10-content-loading-ar.png","png","941","1672","954235","Arabic","10-system-states","Loading","Arabic","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:203",""
"285","10-system-states","10-system-states/10-content-loading-ar-v2.png","10-content-loading-ar-v2.png","png","941","1672","954235","Arabic","10-system-states","Loading","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:204",""
"286","10-system-states","10-system-states/10-content-loading-skeleton-fr.png","10-content-loading-skeleton-fr.png","png","941","1672","1148812","French","10-system-states","Loading","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:205",""
"287","10-system-states","10-system-states/10-data-restoration-progress-fr.png","10-data-restoration-progress-fr.png","png","941","1672","967410","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:206",""
"288","10-system-states","10-system-states/10-generic-error-fr.png","10-generic-error-fr.png","png","941","1672","1018229","French","10-system-states","Error","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:207",""
"289","10-system-states","10-system-states/10-installation-progress-fr.png","10-installation-progress-fr.png","png","941","1672","1107755","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:208",""
"290","10-system-states","10-system-states/10-location-access-denied-fr.png","10-location-access-denied-fr.png","png","941","1672","1033494","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:209",""
"291","10-system-states","10-system-states/10-location-access-denied-fr-v2.png","10-location-access-denied-fr-v2.png","png","941","1672","1033494","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:210",""
"292","10-system-states","10-system-states/10-maintenance-completed-ar.png","10-maintenance-completed-ar.png","png","941","1672","989667","Arabic","10-system-states","Default","Arabic","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:211",""
"293","10-system-states","10-system-states/10-maintenance-completed-fr.png","10-maintenance-completed-fr.png","png","941","1672","1360865","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:212",""
"294","10-system-states","10-system-states/10-maintenance-completed-fr-v2.png","10-maintenance-completed-fr-v2.png","png","941","1672","1360865","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:213",""
