"source_index","source_folder","source_relative_path","source_filename","file_extension","width","height","file_size_bytes","language_guess","feature_guess","state_guess","variant_guess","figma_target_page","figma_target_section","import_status","figma_node_id","error"
"295","10-system-states","10-system-states/10-notifications-disabled-fr.png","10-notifications-disabled-fr.png","png","941","1672","993368","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:214",""
"296","10-system-states","10-system-states/10-offline-ar.png","10-offline-ar.png","png","941","1672","898792","Arabic","10-system-states","Default","Arabic","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:215",""
"297","10-system-states","10-system-states/10-offline-ar-v2.png","10-offline-ar-v2.png","png","941","1672","898792","Arabic","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:216",""
"298","10-system-states","10-system-states/10-offline-cached-content-fr.png","10-offline-cached-content-fr.png","png","941","1672","1075801","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:217",""
"299","10-system-states","10-system-states/10-offline-fr.png","10-offline-fr.png","png","941","1672","1030808","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:218",""
"300","10-system-states","10-system-states/10-page-not-found-fr.png","10-page-not-found-fr.png","png","941","1672","1319872","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:219",""
"301","10-system-states","10-system-states/10-password-changed-fr.png","10-password-changed-fr.png","png","941","1672","958390","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:220",""
"302","10-system-states","10-system-states/10-photos-access-denied-fr.png","10-photos-access-denied-fr.png","png","941","1672","829957","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","41:221",""
"303","10-system-states","10-system-states/10-photos-access-denied-fr-v2.png","10-photos-access-denied-fr-v2.png","png","941","1672","829957","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","48:2",""
"304","10-system-states","10-system-states/10-reconnection-progress-fr.png","10-reconnection-progress-fr.png","png","941","1672","1003440","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","42:2",""
"305","10-system-states","10-system-states/10-reconnection-progress-fr-v2.png","10-reconnection-progress-fr-v2.png","png","941","1672","1003440","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","42:3",""
"306","10-system-states","10-system-states/10-refresh-progress-fr.png","10-refresh-progress-fr.png","png","941","1672","947495","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","42:4",""
"307","10-system-states","10-system-states/10-scheduled-maintenance-fr.png","10-scheduled-maintenance-fr.png","png","941","1672","1110665","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","42:5",""
"308","10-system-states","10-system-states/10-scheduled-maintenance-fr-v2.png","10-scheduled-maintenance-fr-v2.png","png","941","1672","1110665","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:2",""
"309","10-system-states","10-system-states/10-server-error-500-fr.png","10-server-error-500-fr.png","png","941","1672","1041355","French","10-system-states","Error","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:3",""
"310","10-system-states","10-system-states/10-server-unavailable-ar.png","10-server-unavailable-ar.png","png","941","1672","753558","Arabic","10-system-states","Default","Arabic","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:4",""
"311","10-system-states","10-system-states/10-server-unavailable-ar-v2.png","10-server-unavailable-ar-v2.png","png","941","1672","753558","Arabic","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:5",""
"312","10-system-states","10-system-states/10-server-unavailable-detailed-fr.png","10-server-unavailable-detailed-fr.png","png","941","1672","1048708","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:6",""
"313","10-system-states","10-system-states/10-server-unavailable-fr.png","10-server-unavailable-fr.png","png","941","1672","959619","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:7",""
"314","10-system-states","10-system-states/10-session-expired-ar.png","10-session-expired-ar.png","png","941","1672","922952","Arabic","10-system-states","Default","Arabic","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:8",""
"315","10-system-states","10-system-states/10-session-expired-fr.png","10-session-expired-fr.png","png","941","1672","1239069","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:9",""
"316","10-system-states","10-system-states/10-session-restoration-fr.png","10-session-restoration-fr.png","png","941","1672","1024039","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:10",""
"317","10-system-states","10-system-states/10-session-restoration-fr-v2.png","10-session-restoration-fr-v2.png","png","941","1672","1024039","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:11",""
"318","10-system-states","10-system-states/10-session-restored-fr.png","10-session-restored-fr.png","png","941","1672","1080600","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:12",""
"319","10-system-states","10-system-states/10-splash-screen.png","10-splash-screen.png","png","941","1672","875850","Neutral","10-system-states","Default","Default","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:13",""
"320","10-system-states","10-system-states/10-splash-screen-v2.png","10-splash-screen-v2.png","png","941","1672","875850","Neutral","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:14",""
"321","10-system-states","10-system-states/10-too-many-attempts-fr.png","10-too-many-attempts-fr.png","png","941","1672","1061240","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:15",""
"322","10-system-states","10-system-states/10-unusual-activity-detected-fr.png","10-unusual-activity-detected-fr.png","png","941","1672","1048708","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:16",""
"323","10-system-states","10-system-states/10-update-available-fr.png","10-update-available-fr.png","png","941","1672","1350860","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:17",""
"324","10-system-states","10-system-states/10-update-available-fr-v2.png","10-update-available-fr-v2.png","png","941","1672","1350860","French","10-system-states","Default","V2","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:18",""
"325","10-system-states","10-system-states/10-update-download-progress-fr.png","10-update-download-progress-fr.png","png","941","1672","961095","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:19",""
"326","10-system-states","10-system-states/10-update-failed-fr.png","10-update-failed-fr.png","png","941","1672","1051818","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:20",""
"327","10-system-states","10-system-states/10-update-required-ar.png","10-update-required-ar.png","png","941","1672","874739","Arabic","10-system-states","Default","Arabic","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:21",""
"328","10-system-states","10-system-states/10-update-required-fr.png","10-update-required-fr.png","png","941","1672","1055781","French","10-system-states","Default","French","100 â€” System States","ARCHIVE / 10-system-states","IMPORTED","43:22",""
"329","11-arabic-rtl","11-arabic-rtl/11-access-denied-ar.png","11-access-denied-ar.png","png","941","1672","1044473","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:23",""
"330","11-arabic-rtl","11-arabic-rtl/11-account-dashboard-ar.png","11-account-dashboard-ar.png","png","941","1672","1191426","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:24",""
"331","11-arabic-rtl","11-arabic-rtl/11-active-sessions-ar.png","11-active-sessions-ar.png","png","941","1672","1064527","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:25",""
"332","11-arabic-rtl","11-arabic-rtl/11-add-address-ar.png","11-add-address-ar.png","png","941","1672","1099528","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:26",""
"333","11-arabic-rtl","11-arabic-rtl/11-addresses-list-ar.png","11-addresses-list-ar.png","png","941","1672","1010781","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:27",""
"334","11-arabic-rtl","11-arabic-rtl/11-cancellation-submitted-ar.png","11-cancellation-submitted-ar.png","png","941","1672","1390857","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:28",""
"335","11-arabic-rtl","11-arabic-rtl/11-cart-ar.png","11-cart-ar.png","png","941","1672","1346672","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:29",""
"336","11-arabic-rtl","11-arabic-rtl/11-categories-ar.png","11-categories-ar.png","png","941","1672","1547957","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:30",""
"337","11-arabic-rtl","11-arabic-rtl/11-change-email-ar.png","11-change-email-ar.png","png","941","1672","1145784","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:31",""
"338","11-arabic-rtl","11-arabic-rtl/11-change-password-ar.png","11-change-password-ar.png","png","941","1672","1334720","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:32",""
"339","11-arabic-rtl","11-arabic-rtl/11-change-phone-ar.png","11-change-phone-ar.png","png","941","1672","1377073","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:33",""
"340","11-arabic-rtl","11-arabic-rtl/11-checkout-address-ar.png","11-checkout-address-ar.png","png","941","1672","1312499","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:34",""
"341","11-arabic-rtl","11-arabic-rtl/11-connection-restored-ar.png","11-connection-restored-ar.png","png","941","1672","1029731","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:35",""
"342","11-arabic-rtl","11-arabic-rtl/11-delete-address-confirm-ar.png","11-delete-address-confirm-ar.png","png","941","1672","1045316","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:36",""
"343","11-arabic-rtl","11-arabic-rtl/11-edit-address-ar.png","11-edit-address-ar.png","png","941","1672","1340790","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:37",""
"344","11-arabic-rtl","11-arabic-rtl/11-edit-profile-ar.png","11-edit-profile-ar.png","png","941","1672","1283015","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:38",""
"345","11-arabic-rtl","11-arabic-rtl/11-faq-ar.png","11-faq-ar.png","png","941","1672","1319534","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:39",""
"346","11-arabic-rtl","11-arabic-rtl/11-help-center-ar.png","11-help-center-ar.png","png","941","1672","1041947","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:40",""
"347","11-arabic-rtl","11-arabic-rtl/11-home-ar.png","11-home-ar.png","png","941","1672","1594993","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:41",""
"348","11-arabic-rtl","11-arabic-rtl/11-language-selection-ar.png","11-language-selection-ar.png","png","941","1672","1258754","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:42",""
"349","11-arabic-rtl","11-arabic-rtl/11-logout-device-confirm-ar.png","11-logout-device-confirm-ar.png","png","941","1672","1258303","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:43",""
"350","11-arabic-rtl","11-arabic-rtl/11-marketing-preferences-ar.png","11-marketing-preferences-ar.png","png","941","1672","1384992","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:44",""
"351","11-arabic-rtl","11-arabic-rtl/11-no-internet-ar.png","11-no-internet-ar.png","png","941","1672","1045647","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:45",""
"352","11-arabic-rtl","11-arabic-rtl/11-notification-settings-ar.png","11-notification-settings-ar.png","png","941","1672","1317454","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:46",""
"353","11-arabic-rtl","11-arabic-rtl/11-order-detail-ar.png","11-order-detail-ar.png","png","941","1672","1305773","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:47",""
"354","11-arabic-rtl","11-arabic-rtl/11-order-not-found-ar.png","11-order-not-found-ar.png","png","941","1672","1319935","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:48",""
"355","11-arabic-rtl","11-arabic-rtl/11-order-notification-detail-ar.png","11-order-notification-detail-ar.png","png","941","1672","1305033","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:49",""
"356","11-arabic-rtl","11-arabic-rtl/11-orders-list-ar.png","11-orders-list-ar.png","png","941","1672","1366066","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:50",""
"357","11-arabic-rtl","11-arabic-rtl/11-order-tracking-ar.png","11-order-tracking-ar.png","png","941","1672","1319565","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:51",""
"358","11-arabic-rtl","11-arabic-rtl/11-password-changed-success-ar.png","11-password-changed-success-ar.png","png","941","1672","1003168","Arabic","11-arabic-rtl","Success","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:52",""
"359","11-arabic-rtl","11-arabic-rtl/11-payment-method-ar.png","11-payment-method-ar.png","png","941","1672","1222395","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:53",""
"360","11-arabic-rtl","11-arabic-rtl/11-payment-success-ar.png","11-payment-success-ar.png","png","941","1672","1362682","Arabic","11-arabic-rtl","Success","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:54",""
"361","11-arabic-rtl","11-arabic-rtl/11-privacy-security-ar.png","11-privacy-security-ar.png","png","941","1672","1313487","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:55",""
"362","11-arabic-rtl","11-arabic-rtl/11-product-detail-ar.png","11-product-detail-ar.png","png","941","1672","1620336","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:56",""
"363","11-arabic-rtl","11-arabic-rtl/11-scheduled-maintenance-ar.png","11-scheduled-maintenance-ar.png","png","941","1672","1194098","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:57",""
"364","11-arabic-rtl","11-arabic-rtl/11-search-results-ar.png","11-search-results-ar.png","png","941","1672","1669456","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:58",""
"365","11-arabic-rtl","11-arabic-rtl/11-session-expired-ar.png","11-session-expired-ar.png","png","941","1672","1026341","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:59",""
"366","11-arabic-rtl","11-arabic-rtl/11-silent-hours-ar.png","11-silent-hours-ar.png","png","941","1672","1313501","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:60",""
"367","11-arabic-rtl","11-arabic-rtl/11-slow-connection-ar.png","11-slow-connection-ar.png","png","941","1672","986893","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:61",""
"368","11-arabic-rtl","11-arabic-rtl/11-splash-loading-ar.png","11-splash-loading-ar.png","png","941","1672","1140477","Arabic","11-arabic-rtl","Loading","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:62",""
"369","11-arabic-rtl","11-arabic-rtl/11-support-chat-ar.png","11-support-chat-ar.png","png","941","1672","1340848","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:63",""
"370","11-arabic-rtl","11-arabic-rtl/11-support-tickets-ar.png","11-support-tickets-ar.png","png","941","1672","1360694","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:64",""
"371","11-arabic-rtl","11-arabic-rtl/11-ticket-closed-ar.png","11-ticket-closed-ar.png","png","941","1672","1287872","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:65",""
"372","11-arabic-rtl","11-arabic-rtl/11-update-available-ar.png","11-update-available-ar.png","png","941","1672","1344703","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:66",""
"373","11-arabic-rtl","11-arabic-rtl/11-update-required-ar.png","11-update-required-ar.png","png","941","1672","1094691","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:67",""
"374","11-arabic-rtl","11-arabic-rtl/11-wishlist-ar.png","11-wishlist-ar.png","png","941","1672","1383041","Arabic","11-arabic-rtl","Default","Arabic","110 â€” Arabic RTL","ARCHIVE / 11-arabic-rtl","IMPORTED","43:68",""
"375","assetsl","assetsl/12-account-security-icons.png","12-account-security-icons.png","png","1949","807","1087616","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:69",""
"376","assetsl","assetsl/12-account-security-icons-v2.png","12-account-security-icons-v2.png","png","1949","807","1087616","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:70",""
"377","assetsl","assetsl/12-action-icons.png","12-action-icons.png","png","1912","822","1054161","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:71",""
"378","assetsl","assetsl/12-action-icons-v2.png","12-action-icons-v2.png","png","1912","822","1054161","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:72",""
"379","assetsl","assetsl/12-brand-assets.png","12-brand-assets.png","png","2052","766","950007","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:73",""
"380","assetsl","assetsl/12-brand-assets-v2.png","12-brand-assets-v2.png","png","2052","766","950007","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:74",""
"381","assetsl","assetsl/12-commerce-icons.png","12-commerce-icons.png","png","1984","792","1045608","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:75",""
"382","assetsl","assetsl/12-commerce-icons-v2.png","12-commerce-icons-v2.png","png","1984","792","1045608","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:76",""
"383","assetsl","assetsl/12-decorative-assets.png","12-decorative-assets.png","png","3085","510","900526","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:77",""
"384","assetsl","assetsl/12-decorative-assets-v2.png","12-decorative-assets-v2.png","png","3085","510","900526","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:78",""
"385","assetsl","assetsl/12-design-tokens.png","12-design-tokens.png","png","1942","810","1076342","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:79",""
"386","assetsl","assetsl/12-design-tokens-v2.png","12-design-tokens-v2.png","png","1942","810","1076342","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:80",""
"387","assetsl","assetsl/12-navigation-icons.png","12-navigation-icons.png","png","1862","845","1017095","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:81",""
"388","assetsl","assetsl/12-navigation-icons-v2.png","12-navigation-icons-v2.png","png","1862","845","1017095","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:82",""
"389","assetsl","assetsl/12-product-reference-images.png","12-product-reference-images.png","png","2940","535","1599525","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:83",""
"390","assetsl","assetsl/12-state-illustrations.png","12-state-illustrations.png","png","3002","524","1240011","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:84",""
"391","assetsl","assetsl/12-state-illustrations-v2.png","12-state-illustrations-v2.png","png","3002","524","1240011","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:85",""
"392","assetsl","assetsl/12-status-badges.png","12-status-badges.png","png","2624","599","966915","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:86",""
"393","assetsl","assetsl/12-status-badges-v2.png","12-status-badges-v2.png","png","2624","599","966915","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:87",""
"394","assetsl","assetsl/12-support-system-icons.png","12-support-system-icons.png","png","2277","690","1067347","Neutral","assetsl","Default","Default","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:88",""
"395","assetsl","assetsl/12-support-system-icons-v2.png","12-support-system-icons-v2.png","png","2277","690","1067347","Neutral","assetsl","Default","V2","120 â€” Assets","ARCHIVE / assetsl","IMPORTED","43:89",""
